,Dormitorios,Superficie,Num_baños,Metro,Renfe,Tipo_de_inmueble,Año_de_construccion,Calefaccion,Etiqueta,Aire acondicionado,Ascensor,Jardin,Tipo,distrito/ciudad,Latitud,Longitud,Precio,residuos
241,3.0,57.0,1.0,1.0,0.0,Popular,1960.0,0.0,En proceso,0.0,0.0,0.0,piso,Canillejas,40.4416267,-3.6093074,129999.0,2897.0
242,2.0,53.0,1.0,1.0,1.0,Media,1960.0,1.0,F,1.0,0.0,0.0,piso,Casco Histórico de Vallecas,40.3773477,-3.6217118,134900.0,21728.0
243,1.0,51.0,1.0,1.0,1.0,Popular,2007.0,0.0,E,1.0,1.0,0.0,piso,Comillas,40.393,-3.712,128000.0,90626.0
244,4.0,95.0,1.0,1.0,1.0,Media,1975.0,1.0,En proceso,0.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,179900.0,3060.0
245,5.0,261.0,3.0,0.0,0.0,Popular,2004.0,0.0,B,1.0,0.0,0.0,casa,Rivas-Vaciamadrid,40.3536054,-3.5310879,550000.0,30776.0
246,3.0,75.0,1.0,1.0,0.0,Popular,1974.0,1.0,E,1.0,0.0,0.0,piso,Leganés,40.3281942,-3.76527,156900.0,9212.0
247,3.0,70.0,1.0,1.0,1.0,Popular,1970.0,0.0,G,0.0,0.0,0.0,piso,Getafe,40.3081807,-3.7302679,120000.0,13794.0
248,3.0,191.0,2.0,1.0,0.0,Señorial,1970.0,0.0,C,0.0,0.0,0.0,casa,Canillejas,40.4416267,-3.6093074,549000.0,139324.0
249,3.0,67.0,2.0,1.0,0.0,Media,1966.0,0.0,E,0.0,0.0,0.0,piso,Ciudad Lineal,40.4484305,-3.650495,195000.0,11260.0
250,3.0,95.0,1.0,1.0,1.0,Popular,1970.0,0.0,En proceso,1.0,1.0,0.0,piso,San Diego,40.3881,-3.6677,160000.0,27542.0
251,2.0,63.0,1.0,1.0,0.0,Popular,1960.0,0.0,D,0.0,0.0,0.0,piso,Pueblo Nuevo,40.4268,-3.6365,129000.0,49926.0
252,1.0,39.0,1.0,1.0,0.0,Media,1935.0,1.0,En proceso,0.0,1.0,0.0,piso,chamberí,40.4389621,-3.705302,219000.0,167806.0
253,2.0,73.0,1.0,0.0,0.0,Media,1961.0,1.0,G,0.0,1.0,0.0,piso,Aranjuez,40.03221,-3.6039604,135000.0,87790.0
254,3.0,77.0,1.0,1.0,1.0,Media,1970.0,1.0,E,0.0,1.0,0.0,piso,Coslada,40.423802,-3.5552882,130000.0,19570.0
255,1.0,35.0,1.0,1.0,1.0,Media,1960.0,0.0,G,0.0,0.0,0.0,piso,San Diego,40.3881,-3.6677,83000.0,50834.0
256,5.0,223.0,2.0,0.0,0.0,Señorial,1990.0,1.0,E,1.0,0.0,1.0,casa,Colmenar Viejo,40.6587726,-3.7659722,420000.0,59350.0
257,3.0,84.0,1.0,0.0,1.0,Media,1970.0,1.0,En proceso,0.0,1.0,0.0,piso,Torrejón de Ardoz,40.4587767,-3.4793343,155000.0,5394.0
258,3.0,76.0,1.0,1.0,1.0,Media,1979.0,1.0,E,0.0,1.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,139900.0,9528.0
259,4.0,208.0,2.0,0.0,0.0,Señorial,1997.0,0.0,E,0.0,0.0,0.0,casa,Colmenar Viejo,40.6587726,-3.7659722,440000.0,1870.0
260,4.0,95.0,2.0,1.0,0.0,Media,1974.0,1.0,E,1.0,1.0,0.0,piso,Peñagrande,40.4789641,-3.7258417,465000.0,122576.0
261,3.0,73.0,1.0,1.0,1.0,Media,1978.0,1.0,E,0.0,1.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,159900.0,35464.0
262,2.0,60.0,1.0,1.0,0.0,Popular,2008.0,0.0,C,1.0,0.0,0.0,piso,Latina,40.3914,-3.7576,318000.0,135396.0
263,3.0,121.0,2.0,1.0,1.0,Señorial,1999.0,1.0,E,0.0,1.0,0.0,piso,Coslada,40.423802,-3.5552882,257500.0,48210.0
264,7.0,243.0,2.0,0.0,1.0,Popular,1965.0,0.0,En proceso,0.0,0.0,0.0,casa,Ciempozuelos,40.1580087,-3.6205514,128700.0,266366.0
265,3.0,125.0,1.0,0.0,0.0,Media,2001.0,0.0,En proceso,0.0,0.0,0.0,casa,Meco,40.553746,-3.3281561,189000.0,22058.0
266,5.0,164.0,3.0,0.0,0.0,Popular,1994.0,0.0,En proceso,0.0,0.0,0.0,casa,Alcalá de Henares,40.4818396,-3.3644973,556000.0,227130.0
267,2.0,41.0,1.0,1.0,1.0,Popular,1920.0,0.0,D,0.0,1.0,0.0,piso,Embajadores,40.4095856,-3.7029851,239000.0,13184.0
268,3.0,85.0,1.0,1.0,1.0,Media,1972.0,0.0,E,0.0,1.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,155000.0,19084.0
269,3.0,91.0,2.0,0.0,0.0,Popular,1982.0,1.0,En proceso,1.0,1.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,169900.0,38430.0
270,3.0,72.0,1.0,1.0,1.0,Popular,1970.0,0.0,En proceso,0.0,1.0,0.0,piso,Leganés,40.3281942,-3.76527,155000.0,8816.0
271,3.0,82.0,1.0,0.0,0.0,Media,1972.0,1.0,En proceso,1.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,159900.0,14176.0
272,3.0,154.0,2.0,0.0,1.0,Popular,2013.0,1.0,En proceso,1.0,0.0,0.0,piso,Pinto,40.240985,-3.7005072,278000.0,66260.0
273,3.0,57.0,1.0,1.0,1.0,Media,1969.0,0.0,E,0.0,1.0,0.0,piso,Villaverde,40.3511231,-3.6997748,129000.0,31886.0
274,4.0,103.0,2.0,1.0,0.0,Media,1988.0,1.0,En proceso,0.0,1.0,0.0,piso,Portazgo,40.3914367,-3.6481261,225000.0,11290.0
275,2.0,83.0,1.0,1.0,0.0,Popular,1958.0,0.0,E,0.0,0.0,0.0,piso,Vista Alegre,40.3852,-3.7454,165000.0,41410.0
276,3.0,76.0,1.0,1.0,0.0,Media,1970.0,1.0,En proceso,0.0,0.0,0.0,piso,moratalaz,40.4059332,-3.6448737,170000.0,1998.0
277,3.0,70.0,1.0,1.0,1.0,Media,1979.0,1.0,G,0.0,1.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,119900.0,9268.0
278,3.0,65.0,1.0,1.0,0.0,Popular,1970.0,1.0,G,1.0,0.0,0.0,piso,Getafe,40.3081807,-3.7302679,133990.0,5320.0
279,3.0,79.0,1.0,1.0,0.0,Popular,1969.0,0.0,E,1.0,0.0,0.0,piso,Moscardo,40.3890429,-3.7057718,172500.0,5306.0
280,4.0,137.0,2.0,1.0,1.0,Media,1988.0,0.0,E,1.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,250000.0,49036.0
281,3.0,73.0,1.0,1.0,0.0,Media,1970.0,0.0,E,1.0,1.0,0.0,piso,Chamartín,40.4685,-3.681,319000.0,8826.0
282,3.0,95.0,1.0,0.0,0.0,Popular,1965.0,0.0,E,0.0,0.0,0.0,casa,Majadahonda,40.473055,-3.8724138,300000.0,77138.0
283,2.0,47.0,1.0,1.0,0.0,Popular,1960.0,1.0,E,1.0,0.0,0.0,piso,Moscardo,40.3890429,-3.7057718,125000.0,5478.0
284,3.0,82.0,1.0,1.0,0.0,Media,1976.0,0.0,E,1.0,1.0,0.0,piso,Coslada,40.423802,-3.5552882,162000.0,10634.0
285,3.0,63.0,1.0,1.0,1.0,Popular,1970.0,0.0,F,0.0,0.0,0.0,piso,Getafe,40.3081807,-3.7302679,157000.0,23318.0
286,3.0,75.0,1.0,1.0,0.0,Popular,1970.0,0.0,En proceso,1.0,0.0,0.0,piso,Carabanchel,40.3742112,-3.744676,159900.0,1132.0
287,2.0,40.0,2.0,1.0,1.0,Media,1984.0,1.0,E,1.0,1.0,0.0,piso,pacífico,40.4039,-3.6786,185000.0,87436.0
288,4.0,91.0,2.0,1.0,0.0,Media,1975.0,1.0,F,0.0,1.0,0.0,piso,Alcorcón,40.3492998,-3.8284295,279000.0,54994.0
289,3.0,60.0,1.0,1.0,1.0,Media,1966.0,0.0,E,0.0,0.0,0.0,piso,San Cristóbal,40.3409,-3.6885,85000.0,710.0
290,2.0,36.0,1.0,1.0,0.0,Popular,1970.0,1.0,E,0.0,0.0,0.0,piso,Canillas,40.4618893,-3.6433517,150000.0,14730.0
291,2.0,63.0,1.0,1.0,1.0,Media,1969.0,1.0,En proceso,0.0,1.0,0.0,piso,Alcorcón,40.3492998,-3.8284295,139500.0,5986.0
292,3.0,76.0,1.0,1.0,0.0,Popular,1970.0,1.0,G,1.0,0.0,0.0,piso,Universidad,40.425426,-3.7060234,145000.0,26220.0
293,3.0,125.0,2.0,0.0,0.0,Popular,2007.0,1.0,E,1.0,1.0,0.0,piso,Valdemoro,40.1888604,-3.67143,215000.0,37670.0
294,2.0,46.0,1.0,1.0,1.0,Popular,1900.0,0.0,E,0.0,0.0,0.0,piso,Embajadores,40.4095856,-3.7029851,200000.0,23796.0
295,1.0,33.0,1.0,1.0,1.0,Popular,1923.0,1.0,En proceso,0.0,0.0,0.0,piso,Embajadores,40.4095856,-3.7029851,129000.0,87660.0
296,2.0,60.0,1.0,1.0,0.0,Popular,1967.0,1.0,E,0.0,1.0,0.0,piso,Carabanchel,40.3742112,-3.744676,135000.0,2588.0
297,4.0,261.0,1.0,0.0,0.0,Media,1975.0,1.0,G,1.0,0.0,0.0,piso,Mejorada del Campo,40.3971785,-3.4896068,242000.0,225472.0
298,6.0,299.0,3.0,0.0,0.0,Señorial,2005.0,1.0,E,1.0,0.0,0.0,casa,Valdemoro,40.1888604,-3.67143,369000.0,226350.0
299,3.0,110.0,2.0,1.0,1.0,Popular,1979.0,1.0,En proceso,1.0,1.0,0.0,piso,Villa de Vallecas,40.3739576,-3.6121632,355000.0,71000.0
300,5.0,190.0,1.0,0.0,0.0,Popular,1980.0,1.0,E,0.0,0.0,0.0,piso,Tres Cantos,40.6065826,-3.7065333,440000.0,41402.0
301,2.0,70.0,1.0,0.0,1.0,Popular,2011.0,0.0,En proceso,0.0,0.0,0.0,piso,Ciempozuelos,40.1580087,-3.6205514,119500.0,32378.0
302,3.0,72.0,1.0,1.0,0.0,Popular,1967.0,0.0,E,0.0,1.0,0.0,piso,Peñagrande,40.4789641,-3.7258417,197500.0,54812.0
303,3.0,116.0,2.0,0.0,1.0,Señorial,1980.0,1.0,En proceso,1.0,1.0,0.0,atico,Parla,40.2373952,-3.7718902,220000.0,88698.0
304,3.0,133.0,2.0,0.0,0.0,Media,1979.0,1.0,E,1.0,1.0,0.0,piso,San Martín de la Vega,40.2110462,-3.5771806,224900.0,4110.0
305,4.0,253.0,3.0,0.0,0.0,Popular,2001.0,1.0,E,0.0,0.0,0.0,casa,Valdemoro,40.1888604,-3.67143,280000.0,187498.0
306,3.0,124.0,2.0,0.0,1.0,Popular,1982.0,1.0,F,1.0,1.0,0.0,piso,Villaverde,40.3511231,-3.6997748,198000.0,78626.0
307,2.0,86.0,1.0,1.0,0.0,Popular,1977.0,1.0,E,1.0,1.0,0.0,piso,Berruguete,40.4602706,-3.7043452,229000.0,93808.0
308,3.0,80.0,1.0,1.0,0.0,Media,1969.0,1.0,E,0.0,0.0,0.0,piso,Aluche,40.392356,-3.7571096,150000.0,41316.0
309,1.0,70.0,1.0,1.0,0.0,Popular,1953.0,0.0,En proceso,0.0,0.0,0.0,piso,Barajas,40.4733176,-3.5798446,338000.0,74534.0
310,3.0,60.0,1.0,1.0,1.0,Popular,1969.0,0.0,G,0.0,0.0,0.0,piso,Universidad,40.425426,-3.7060234,102000.0,16556.0
311,3.0,77.0,1.0,1.0,1.0,Media,1967.0,1.0,En proceso,1.0,1.0,0.0,piso,Alcorcón,40.3492998,-3.8284295,119000.0,64758.0
312,2.0,115.0,1.0,1.0,0.0,De época,1958.0,1.0,E,1.0,0.0,0.0,piso,Latina,40.3914,-3.7576,299000.0,22000.0
313,4.0,120.0,2.0,1.0,0.0,Popular,1973.0,1.0,E,0.0,0.0,0.0,piso,Aluche,40.392356,-3.7571096,346000.0,41404.0
314,3.0,79.0,1.0,0.0,1.0,Popular,1975.0,1.0,En proceso,1.0,1.0,0.0,piso,Parla,40.2373952,-3.7718902,125000.0,6018.0
315,3.0,50.0,1.0,1.0,0.0,Popular,1980.0,1.0,E,1.0,1.0,0.0,piso,Pilar,40.4758,-3.709,235000.0,11788.0
316,3.0,77.0,1.0,1.0,0.0,Media,1970.0,1.0,G,1.0,1.0,0.0,piso,Puerta Del Ángel,40.4093544,-3.7337422,185000.0,51214.0
317,4.0,123.0,2.0,1.0,0.0,Popular,1980.0,1.0,G,1.0,1.0,0.0,piso,Pinar del Rey,40.4724696,-3.6489613,345000.0,31998.0
318,3.0,70.0,1.0,1.0,0.0,Popular,1970.0,0.0,E,1.0,0.0,0.0,piso,Carabanchel,40.3742112,-3.744676,125000.0,24380.0
319,3.0,114.0,2.0,1.0,1.0,Popular,1982.0,0.0,E,0.0,1.0,0.0,piso,Leganés,40.3281942,-3.76527,275000.0,17192.0
320,6.0,268.0,2.0,1.0,1.0,Señorial,1921.0,1.0,En proceso,1.0,0.0,0.0,piso,chamberí,40.4389621,-3.705302,1350000.0,464358.0
321,2.0,86.0,1.0,0.0,1.0,Popular,1976.0,0.0,En proceso,0.0,0.0,0.0,piso,Collado Villalba,40.6431496,-3.9930128,155500.0,13990.0
322,3.0,147.0,2.0,1.0,0.0,Popular,1978.0,1.0,En proceso,1.0,1.0,0.0,piso,Arganda del Rey,40.3007708,-3.4380688,299000.0,2350.0
323,1.0,57.0,1.0,0.0,1.0,Media,1967.0,0.0,F,0.0,0.0,0.0,casa,Torrejón de Ardoz,40.4587767,-3.4793343,99000.0,33850.0
324,4.0,105.0,2.0,0.0,1.0,Popular,1989.0,1.0,E,0.0,1.0,0.0,piso,Collado Villalba,40.6431496,-3.9930128,235000.0,358.0
325,4.0,219.0,3.0,0.0,0.0,Media,2002.0,1.0,En proceso,1.0,0.0,0.0,casa,San Sebastián de los Reyes,40.5473698,-3.6260586,585000.0,92520.0
326,3.0,93.0,2.0,0.0,0.0,Popular,1996.0,0.0,En proceso,0.0,0.0,0.0,piso,Ciempozuelos,40.1580087,-3.6205514,159000.0,19434.0
327,2.0,120.0,2.0,0.0,0.0,Popular,2007.0,0.0,En proceso,0.0,0.0,0.0,piso,Boadilla del Monte,40.4053485,-3.8764663,379000.0,74436.0
328,3.0,195.0,2.0,0.0,0.0,Media,2007.0,0.0,En proceso,1.0,1.0,0.0,piso,Parla,40.2373952,-3.7718902,379000.0,19462.0
329,4.0,121.0,2.0,1.0,0.0,Popular,1981.0,1.0,E,1.0,1.0,0.0,piso,Peñagrande,40.4789641,-3.7258417,390000.0,9088.0
330,2.0,65.0,1.0,1.0,0.0,Media,1965.0,1.0,E,0.0,1.0,0.0,piso,Aluche,40.392356,-3.7571096,170000.0,1264.0
331,2.0,40.0,1.0,1.0,1.0,Popular,1961.0,0.0,En proceso,0.0,0.0,0.0,piso,Latina,40.3914,-3.7576,130000.0,4032.0
332,3.0,63.0,2.0,1.0,1.0,Media,1965.0,1.0,G,1.0,0.0,0.0,piso,Comillas,40.393,-3.712,235000.0,2122.0
333,1.0,57.0,2.0,1.0,0.0,Popular,2008.0,0.0,F,1.0,1.0,0.0,piso,Salvador,40.4439,-3.6323,172000.0,61338.0
334,3.0,97.0,1.0,0.0,0.0,Popular,1981.0,1.0,En proceso,0.0,1.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,167000.0,11524.0
335,3.0,78.0,1.0,1.0,0.0,Media,1980.0,1.0,E,1.0,1.0,0.0,piso,Coslada,40.423802,-3.5552882,171700.0,18382.0
336,3.0,104.0,2.0,0.0,0.0,Media,1975.0,1.0,En proceso,0.0,0.0,0.0,piso,Móstoles,40.3238525,-3.8649214,225000.0,28652.0
337,2.0,83.0,1.0,1.0,0.0,Popular,1958.0,0.0,E,0.0,0.0,0.0,piso,Vista Alegre,40.3852,-3.7454,155000.0,51410.0
338,3.0,58.0,1.0,1.0,0.0,Media,1963.0,0.0,E,0.0,1.0,0.0,piso,Numancia,40.3995283,-3.6596765,99000.0,42942.0
339,3.0,84.0,1.0,1.0,1.0,Media,1984.0,1.0,E,0.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,169000.0,4588.0
340,2.0,80.0,1.0,1.0,0.0,Media,1972.0,1.0,En proceso,1.0,1.0,0.0,piso,Pinar del Rey,40.4724696,-3.6489613,240000.0,22538.0
341,3.0,117.0,2.0,1.0,0.0,Media,1982.0,0.0,E,0.0,1.0,0.0,piso,Leganés,40.3281942,-3.76527,197000.0,45888.0
342,2.0,78.0,1.0,0.0,1.0,Media,1996.0,1.0,En proceso,1.0,0.0,0.0,piso,Pinto,40.240985,-3.7005072,157000.0,2240.0
343,2.0,52.0,1.0,1.0,1.0,Señorial,1965.0,1.0,E,0.0,1.0,0.0,piso,Casco Histórico de Vallecas,40.3773477,-3.6217118,114900.0,25676.0
344,2.0,48.0,1.0,1.0,0.0,Popular,1960.0,0.0,D,0.0,1.0,0.0,piso,Pueblo Nuevo,40.4268,-3.6365,120000.0,41354.0
345,3.0,94.0,1.0,1.0,1.0,Señorial,1972.0,1.0,E,0.0,1.0,0.0,piso,Comillas,40.393,-3.712,375000.0,68998.0
346,2.0,52.0,1.0,1.0,0.0,Popular,1963.0,0.0,E,0.0,0.0,0.0,piso,Portazgo,40.3914367,-3.6481261,118000.0,33462.0
347,2.0,61.0,1.0,1.0,1.0,Popular,1974.0,0.0,E,0.0,1.0,0.0,piso,Casco Histórico de Vallecas,40.3773477,-3.6217118,139999.0,11371.0
348,2.0,40.0,1.0,1.0,1.0,Media,1900.0,1.0,E,0.0,0.0,0.0,piso,Embajadores,40.4095856,-3.7029851,155000.0,58992.0
349,3.0,68.0,2.0,1.0,0.0,Media,1958.0,1.0,E,1.0,0.0,0.0,piso,Hortaleza,40.4725491,-3.6425515,239900.0,233618.0
350,3.0,83.0,1.0,1.0,1.0,De época,1965.0,1.0,E,1.0,1.0,0.0,piso,Embajadores,40.4095856,-3.7029851,399000.0,30752.0
351,4.0,273.0,2.0,0.0,0.0,Señorial,1999.0,0.0,En proceso,1.0,0.0,1.0,casa,Villanueva del Pardillo,40.4949232,-3.9600065,639000.0,103474.0
352,3.0,93.0,1.0,1.0,1.0,Popular,1978.0,1.0,En proceso,0.0,1.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,189900.0,22892.0
353,5.0,147.0,2.0,1.0,0.0,Señorial,1950.0,0.0,En proceso,0.0,1.0,0.0,piso,Castillejos,40.4598788,-3.694067,517000.0,15926.0
354,3.0,83.0,1.0,0.0,1.0,Popular,1977.0,0.0,G,1.0,1.0,0.0,piso,Torrejón de Ardoz,40.4587767,-3.4793343,169900.0,6942.0
355,6.0,243.0,3.0,0.0,0.0,Media,2008.0,1.0,En proceso,0.0,0.0,1.0,casa,Villalbilla,40.4323665,-3.2987815,399500.0,2484.0
356,2.0,57.0,1.0,1.0,0.0,Media,1960.0,0.0,En proceso,0.0,0.0,0.0,piso,Berruguete,40.4602706,-3.7043452,179000.0,49228.0
357,3.0,135.0,2.0,1.0,1.0,Media,1978.0,1.0,G,0.0,1.0,0.0,piso,Casa de Campo,40.4241907,-3.755858019564672,650000.0,72938.0
358,3.0,133.0,2.0,1.0,0.0,Media,1965.0,0.0,E,1.0,0.0,0.0,piso,Concepción,40.4395,-3.6479,299000.0,139906.0
359,3.0,185.0,2.0,0.0,0.0,Media,2000.0,1.0,En proceso,0.0,0.0,0.0,casa,San Martín de la Vega,40.2110462,-3.5771806,298000.0,10106.0
360,3.0,81.0,2.0,0.0,0.0,Media,1980.0,1.0,E,0.0,0.0,0.0,casa,Orcasitas,40.3691419,-3.7098741,235000.0,92404.0
361,3.0,84.0,1.0,1.0,1.0,Media,1975.0,1.0,E,0.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,149500.0,10280.0
362,4.0,191.0,2.0,1.0,0.0,Media,2006.0,1.0,En proceso,1.0,0.0,0.0,casa,Arganda del Rey,40.3007708,-3.4380688,355000.0,2750.0
