,Dormitorios,Superficie,Num_baños,Metro,Renfe,Tipo_de_inmueble,Año_de_construccion,Calefaccion,Etiqueta,Aire acondicionado,Ascensor,Jardin,Tipo,distrito/ciudad,Latitud,Longitud,Precio,residuos
363,1.0,57.0,2.0,1.0,0.0,Media,2008.0,0.0,F,0.0,1.0,0.0,piso,Salvador,40.4439,-3.6323,179000.0,37202.0
364,3.0,110.0,2.0,1.0,0.0,Media,1975.0,0.0,E,1.0,1.0,0.0,piso,Coslada,40.423802,-3.5552882,255000.0,23642.0
365,4.0,110.0,2.0,0.0,0.0,Media,2004.0,0.0,E,1.0,0.0,0.0,casa,Camarma de Esteruelas,40.5490368,-3.3786211,254990.0,110918.0
366,3.0,83.0,2.0,1.0,1.0,Popular,1979.0,1.0,En proceso,1.0,1.0,0.0,piso,Cortes,40.4149,-3.6973,430000.0,148432.0
367,3.0,75.0,1.0,1.0,0.0,Media,1972.0,1.0,E,0.0,1.0,0.0,piso,Coslada,40.423802,-3.5552882,159000.0,26274.0
368,3.0,105.0,1.0,1.0,0.0,Media,1980.0,1.0,En proceso,1.0,0.0,0.0,piso,San Fernando de Henares,40.4248548,-3.5350369,175000.0,2714.0
369,3.0,113.0,2.0,1.0,1.0,De época,1960.0,0.0,E,0.0,0.0,0.0,casa,Leganés,40.3281942,-3.76527,225000.0,2004.0
370,1.0,52.0,1.0,0.0,0.0,Señorial,1880.0,0.0,En proceso,1.0,1.0,0.0,piso,Aranjuez,40.03221,-3.6039604,89000.0,79378.0
371,3.0,167.0,3.0,0.0,0.0,Popular,2006.0,1.0,E,1.0,0.0,0.0,piso,San Martín de la Vega,40.2110462,-3.5771806,189900.0,140902.0
372,3.0,112.0,2.0,1.0,0.0,Popular,1978.0,1.0,D,1.0,1.0,0.0,piso,Peñagrande,40.4789641,-3.7258417,395000.0,932.0
373,3.0,72.0,1.0,1.0,0.0,Popular,1970.0,1.0,En proceso,0.0,1.0,0.0,piso,Ventas,40.4310642,-3.6635419,262000.0,52720.0
374,3.0,76.0,1.0,1.0,0.0,Popular,1973.0,1.0,E,1.0,0.0,0.0,piso,Getafe,40.3081807,-3.7302679,149000.0,9986.0
375,2.0,95.0,2.0,0.0,0.0,Señorial,2003.0,0.0,En proceso,1.0,1.0,0.0,piso,Valdemoro,40.1888604,-3.67143,239000.0,26590.0
376,3.0,55.0,1.0,1.0,0.0,Popular,1960.0,0.0,F,0.0,0.0,0.0,piso,Simancas,40.4362,-3.6248,135000.0,14076.0
377,4.0,113.0,2.0,0.0,0.0,Popular,1978.0,1.0,En proceso,0.0,0.0,0.0,piso,Guadarrama,40.6734454,-4.0893911,209000.0,5470.0
378,3.0,73.0,1.0,0.0,1.0,Popular,1965.0,1.0,En proceso,1.0,0.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,138000.0,3878.0
379,3.0,91.0,2.0,1.0,0.0,Popular,1970.0,0.0,En proceso,0.0,1.0,0.0,piso,Bellas Vistas,40.4526848,-3.7072396,350000.0,66224.0
380,2.0,86.0,1.0,1.0,1.0,Señorial,1970.0,0.0,En proceso,1.0,0.0,0.0,piso,Castillejos,40.4598788,-3.694067,359000.0,19162.0
381,2.0,106.0,2.0,0.0,0.0,Popular,1997.0,0.0,E,0.0,1.0,0.0,piso,Majadahonda,40.473055,-3.8724138,415000.0,93654.0
382,3.0,104.0,2.0,1.0,0.0,Media,1990.0,1.0,En proceso,1.0,0.0,0.0,piso,San Fernando de Henares,40.4248548,-3.5350369,249000.0,38038.0
383,3.0,85.0,1.0,0.0,0.0,Popular,1975.0,1.0,En proceso,1.0,0.0,0.0,piso,Aranjuez,40.03221,-3.6039604,170000.0,74098.0
384,3.0,132.0,2.0,1.0,1.0,Señorial,1981.0,1.0,E,1.0,0.0,0.0,piso,Fuencarral,40.4262741,-3.7009067,400000.0,43314.0
385,4.0,103.0,2.0,1.0,1.0,Popular,1980.0,0.0,E,0.0,1.0,0.0,piso,Leganés,40.3281942,-3.76527,249900.0,10048.0
386,1.0,47.0,1.0,1.0,1.0,Media,2004.0,0.0,G,1.0,1.0,0.0,piso,Almendrales,40.3843762,-3.6992931,172000.0,13222.0
387,3.0,90.0,1.0,1.0,1.0,Media,1978.0,0.0,En proceso,0.0,0.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,173000.0,34140.0
388,1.0,50.0,1.0,0.0,0.0,Señorial,2021.0,1.0,A+,0.0,1.0,0.0,piso,Pozuelo de Alarcón,40.4346528,-3.814834,360000.0,59034.0
389,3.0,83.0,1.0,1.0,1.0,Media,1979.0,0.0,G,1.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,189000.0,33928.0
390,3.0,76.0,1.0,0.0,1.0,Popular,1978.0,1.0,En proceso,0.0,1.0,0.0,piso,Humanes de Madrid,40.2508847,-3.8270997,116000.0,2550.0
391,3.0,83.0,1.0,1.0,1.0,Media,1968.0,0.0,E,0.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,129900.0,17352.0
392,2.0,62.0,1.0,1.0,0.0,Popular,1966.0,1.0,E,0.0,1.0,0.0,piso,Concepción,40.4395,-3.6479,219000.0,70942.0
393,4.0,113.0,2.0,1.0,0.0,Popular,1991.0,0.0,E,0.0,1.0,0.0,piso,Hortaleza,40.4725491,-3.6425515,520000.0,52202.0
394,3.0,58.0,1.0,0.0,1.0,Media,1969.0,1.0,E,1.0,1.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,107500.0,12430.0
395,3.0,104.0,2.0,1.0,0.0,Popular,1981.0,1.0,En proceso,1.0,1.0,0.0,piso,San Fernando de Henares,40.4248548,-3.5350369,199900.0,22042.0
396,6.0,253.0,3.0,0.0,0.0,Señorial,1988.0,1.0,E,0.0,0.0,1.0,casa,Torrelodones,40.5762809,-3.928603,645000.0,35174.0
397,3.0,85.0,1.0,0.0,0.0,Popular,1972.0,1.0,E,1.0,1.0,0.0,piso,San Martín de la Vega,40.2110462,-3.5771806,145000.0,30154.0
398,1.0,45.0,1.0,1.0,0.0,De época,1925.0,0.0,C,0.0,1.0,0.0,piso,Salamanca,40.4316,-3.679,250000.0,135142.0
399,3.0,61.0,1.0,1.0,0.0,Popular,1963.0,1.0,En proceso,1.0,1.0,0.0,piso,Ventas,40.4310642,-3.6635419,175000.0,21856.0
400,2.0,78.0,2.0,0.0,0.0,Popular,2007.0,1.0,E,0.0,1.0,0.0,piso,Collado Villalba,40.6431496,-3.9930128,190000.0,15046.0
401,3.0,96.0,2.0,0.0,0.0,Media,1981.0,1.0,E,1.0,1.0,0.0,piso,Valdemoro,40.1888604,-3.67143,199000.0,18190.0
402,2.0,51.0,1.0,1.0,0.0,Popular,1924.0,0.0,E,0.0,0.0,0.0,piso,Carabanchel,40.3742112,-3.744676,122000.0,44624.0
403,2.0,50.0,1.0,1.0,0.0,Media,1932.0,0.0,E,0.0,0.0,0.0,piso,Fuente del Berro,40.424977,-3.6636998,280000.0,7656.0
404,3.0,53.0,1.0,1.0,0.0,Media,1965.0,1.0,G,1.0,1.0,0.0,piso,Numancia,40.3995283,-3.6596765,180000.0,36790.0
405,3.0,71.0,2.0,1.0,0.0,Popular,1969.0,0.0,En proceso,0.0,0.0,0.0,piso,Barajas,40.4733176,-3.5798446,220000.0,89318.0
406,3.0,135.0,2.0,0.0,0.0,Media,2009.0,1.0,E,0.0,0.0,0.0,piso,Guadarrama,40.6734454,-4.0893911,375000.0,114210.0
407,2.0,57.0,1.0,1.0,0.0,Media,1964.0,1.0,E,1.0,1.0,0.0,piso,Latina,40.3914,-3.7576,175000.0,9764.0
408,3.0,139.0,2.0,0.0,0.0,Media,1977.0,1.0,En proceso,0.0,0.0,1.0,casa,San Martín de la Vega,40.2110462,-3.5771806,312000.0,126206.0
409,2.0,47.0,1.0,1.0,0.0,Media,1961.0,0.0,E,0.0,0.0,0.0,piso,Berruguete,40.4602706,-3.7043452,190000.0,20320.0
410,3.0,75.0,1.0,0.0,1.0,Popular,1966.0,0.0,En proceso,0.0,0.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,169900.0,42066.0
411,4.0,108.0,1.0,1.0,0.0,Popular,1970.0,1.0,En proceso,0.0,1.0,0.0,piso,Rosas,40.4278,-3.6006,296000.0,71016.0
412,5.0,148.0,1.0,1.0,0.0,Popular,1961.0,1.0,E,1.0,1.0,0.0,piso,Chamartín,40.4685,-3.681,699000.0,221182.0
413,3.0,77.0,1.0,0.0,0.0,Señorial,1977.0,0.0,En proceso,1.0,0.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,140000.0,19622.0
414,2.0,151.0,2.0,1.0,0.0,Media,1957.0,0.0,D,0.0,1.0,0.0,piso,Fuente del Berro,40.424977,-3.6636998,540000.0,64.0
415,3.0,90.0,2.0,0.0,1.0,Señorial,1975.0,1.0,E,1.0,1.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,229000.0,13550.0
416,4.0,119.0,1.0,0.0,0.0,Popular,1970.0,1.0,G,1.0,0.0,0.0,piso,Aranjuez,40.03221,-3.6039604,99500.0,48966.0
417,2.0,44.0,1.0,1.0,0.0,Popular,1960.0,0.0,D,0.0,0.0,0.0,piso,Opañel,40.3903949,-3.7221926,118000.0,13654.0
418,3.0,89.0,1.0,1.0,0.0,Popular,1974.0,0.0,En proceso,0.0,1.0,0.0,piso,Canillejas,40.4416267,-3.6093074,175000.0,32452.0
419,3.0,54.0,1.0,1.0,0.0,Popular,1900.0,0.0,En proceso,0.0,0.0,0.0,piso,Justicia,40.4232759,-3.6966805,170000.0,101554.0
420,3.0,118.0,1.0,1.0,0.0,Media,1972.0,1.0,F,0.0,0.0,0.0,piso,Canillas,40.4618893,-3.6433517,340000.0,25562.0
421,4.0,102.0,2.0,0.0,0.0,Popular,1985.0,1.0,E,0.0,1.0,0.0,piso,Torrejón de Ardoz,40.4587767,-3.4793343,209900.0,15070.0
422,2.0,57.0,1.0,0.0,1.0,Señorial,1960.0,0.0,En proceso,0.0,1.0,0.0,piso,San Diego,40.3881,-3.6677,125000.0,5594.0
423,3.0,95.0,2.0,0.0,0.0,Señorial,1990.0,1.0,E,0.0,0.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,260000.0,35542.0
424,3.0,98.0,1.0,0.0,0.0,Media,1962.0,1.0,En proceso,1.0,1.0,0.0,piso,Casa de Campo,40.4241907,-3.755858019564672,350000.0,122058.0
425,3.0,89.0,1.0,0.0,1.0,Popular,1970.0,1.0,E,0.0,1.0,0.0,piso,Torrejón de Ardoz,40.4587767,-3.4793343,169500.0,5658.0
426,2.0,49.0,1.0,1.0,0.0,Media,1952.0,0.0,En proceso,0.0,0.0,0.0,casa,Barajas,40.4733176,-3.5798446,130000.0,66222.0
427,3.0,94.0,1.0,1.0,0.0,Media,1960.0,0.0,F,0.0,0.0,0.0,piso,Simancas,40.4362,-3.6248,212000.0,26688.0
428,3.0,79.0,1.0,1.0,1.0,Popular,1978.0,1.0,En proceso,1.0,0.0,0.0,piso,Getafe,40.3081807,-3.7302679,164000.0,17590.0
429,3.0,79.0,1.0,0.0,1.0,Popular,1978.0,0.0,En proceso,0.0,1.0,0.0,piso,Humanes de Madrid,40.2508847,-3.8270997,137800.0,26050.0
430,4.0,101.0,2.0,0.0,1.0,Popular,1977.0,1.0,E,0.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,179900.0,44528.0
431,3.0,98.0,1.0,1.0,0.0,Media,1930.0,1.0,E,1.0,1.0,0.0,piso,Salamanca,40.4316,-3.679,349000.0,139102.0
432,3.0,90.0,1.0,0.0,0.0,Media,1985.0,1.0,E,0.0,1.0,0.0,piso,San Martín de la Vega,40.2110462,-3.5771806,129000.0,15566.0
433,3.0,111.0,2.0,0.0,1.0,Popular,2001.0,0.0,En proceso,0.0,1.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,248000.0,2334.0
434,1.0,45.0,1.0,0.0,1.0,Señorial,1995.0,1.0,En proceso,1.0,0.0,0.0,piso,Portazgo,40.3914367,-3.6481261,119000.0,18866.0
435,3.0,86.0,1.0,1.0,0.0,Media,1950.0,0.0,E,1.0,0.0,0.0,piso,Valdezarza,40.4649542,-3.717074,260000.0,43880.0
436,2.0,83.0,1.0,1.0,1.0,Popular,1974.0,0.0,En proceso,1.0,1.0,0.0,piso,Orcasitas,40.3691419,-3.7098741,179900.0,3780.0
437,3.0,65.0,1.0,0.0,0.0,Popular,1980.0,1.0,E,0.0,0.0,0.0,piso,Guadarrama,40.6734454,-4.0893911,139000.0,43446.0
438,3.0,135.0,3.0,1.0,0.0,Popular,1956.0,0.0,B,0.0,0.0,0.0,piso,Carabanchel,40.3742112,-3.744676,259000.0,92180.0
439,3.0,65.0,1.0,1.0,1.0,Popular,1959.0,0.0,E,0.0,0.0,0.0,piso,San Cristóbal,40.3409,-3.6885,85000.0,10806.0
440,2.0,60.0,1.0,1.0,1.0,Media,1928.0,0.0,En proceso,0.0,1.0,0.0,piso,adelfas,40.4019026,-3.6709579,235000.0,32216.0
441,4.0,131.0,2.0,1.0,1.0,Popular,1979.0,1.0,D,0.0,0.0,0.0,piso,Leganés,40.3281942,-3.76527,189900.0,115220.0
442,3.0,159.0,1.0,1.0,0.0,Popular,1970.0,0.0,C,1.0,1.0,0.0,piso,Pueblo Nuevo,40.4268,-3.6365,535000.0,171650.0
443,3.0,88.0,1.0,1.0,0.0,Popular,1954.0,0.0,E,1.0,1.0,0.0,piso,Ciudad Lineal,40.4484305,-3.650495,330000.0,117736.0
444,2.0,58.0,1.0,1.0,0.0,Popular,1935.0,0.0,G,0.0,0.0,0.0,piso,Bellas Vistas,40.4526848,-3.7072396,245000.0,90504.0
445,4.0,233.0,4.0,0.0,0.0,Señorial,1999.0,1.0,D,1.0,0.0,1.0,casa,Colmenar Viejo,40.6587726,-3.7659722,495000.0,81522.0
446,3.0,97.0,1.0,0.0,1.0,Media,1979.0,0.0,En proceso,0.0,1.0,0.0,piso,Entrevías,40.3790449,-3.6717573,125000.0,61486.0
447,2.0,70.0,1.0,1.0,0.0,Media,1960.0,0.0,D,0.0,0.0,0.0,piso,Pueblo Nuevo,40.4268,-3.6365,164900.0,20594.0
448,2.0,70.0,1.0,0.0,1.0,Popular,2005.0,1.0,E,0.0,1.0,0.0,piso,Collado Villalba,40.6431496,-3.9930128,149000.0,5182.0
449,1.0,43.0,1.0,1.0,1.0,Media,1929.0,0.0,E,1.0,1.0,0.0,piso,Casa de Campo,40.4241907,-3.755858019564672,300000.0,62630.0
450,3.0,76.0,1.0,0.0,1.0,Popular,1978.0,0.0,En proceso,1.0,1.0,0.0,piso,Humanes de Madrid,40.2508847,-3.8270997,145000.0,27614.0
451,3.0,90.0,2.0,0.0,1.0,Media,1955.0,0.0,En proceso,0.0,0.0,0.0,casa,Ciempozuelos,40.1580087,-3.6205514,115000.0,19426.0
452,3.0,243.0,3.0,0.0,0.0,Media,2005.0,1.0,En proceso,1.0,0.0,1.0,casa,Mejorada del Campo,40.3971785,-3.4896068,309900.0,173804.0
453,3.0,250.0,3.0,1.0,0.0,Popular,1976.0,1.0,D,1.0,1.0,0.0,piso,Pueblo Nuevo,40.4268,-3.6365,619000.0,3466.0
454,3.0,81.0,1.0,1.0,1.0,Media,1935.0,0.0,En proceso,0.0,0.0,0.0,piso,Casa de Campo,40.4241907,-3.755858019564672,440000.0,19950.0
455,3.0,75.0,1.0,0.0,0.0,Media,1975.0,1.0,E,0.0,1.0,0.0,piso,Móstoles,40.3238525,-3.8649214,150000.0,26788.0
456,1.0,50.0,1.0,1.0,1.0,Señorial,2010.0,0.0,En proceso,1.0,1.0,0.0,piso,Alcorcón,40.3492998,-3.8284295,199000.0,23122.0
457,2.0,47.0,1.0,1.0,0.0,Popular,1960.0,1.0,E,0.0,1.0,0.0,piso,Simancas,40.4362,-3.6248,127999.0,11475.0
458,3.0,92.0,2.0,0.0,0.0,Media,1999.0,1.0,E,0.0,1.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,255000.0,53602.0
459,3.0,82.0,1.0,0.0,0.0,Señorial,1972.0,0.0,E,0.0,1.0,0.0,piso,Alcalá de Henares,40.4818396,-3.3644973,118000.0,46210.0
460,1.0,34.0,1.0,1.0,1.0,Media,1910.0,0.0,E,0.0,0.0,0.0,piso,Castillejos,40.4598788,-3.694067,169900.0,37270.0
461,3.0,83.0,1.0,1.0,1.0,Popular,1972.0,1.0,E,1.0,1.0,0.0,piso,Fuenlabrada,40.282476,-3.7923422,147900.0,8656.0
462,3.0,130.0,2.0,1.0,0.0,Señorial,1998.0,0.0,En proceso,1.0,1.0,0.0,atico,Alameda de Osuna,40.4575814,-3.5879745,535000.0,15280.0
463,2.0,88.0,1.0,0.0,1.0,Popular,1959.0,0.0,En proceso,0.0,0.0,0.0,casa,Entrevías,40.3790449,-3.6717573,167000.0,39118.0
464,3.0,63.0,1.0,0.0,1.0,Popular,1972.0,1.0,F,1.0,1.0,0.0,piso,Portazgo,40.3914367,-3.6481261,149000.0,2554.0
465,3.0,83.0,1.0,1.0,1.0,Media,1965.0,1.0,E,0.0,1.0,0.0,piso,Fuencarral,40.4262741,-3.7009067,185000.0,11678.0
466,2.0,65.0,1.0,0.0,0.0,Popular,1992.0,0.0,En proceso,1.0,1.0,0.0,piso,Torrejón de Ardoz,40.4587767,-3.4793343,187000.0,56810.0
467,3.0,121.0,2.0,0.0,0.0,Media,1988.0,1.0,En proceso,0.0,0.0,1.0,casa,Daganzo de Arriba,40.5451953,-3.45785,293900.0,102780.0
468,2.0,49.0,2.0,0.0,0.0,Media,2001.0,1.0,E,0.0,0.0,0.0,piso,Meco,40.553746,-3.3281561,128000.0,39006.0
469,3.0,46.0,1.0,1.0,1.0,Popular,1956.0,0.0,E,1.0,0.0,0.0,piso,Villaverde,40.3511231,-3.6997748,93000.0,14846.0
470,3.0,89.0,1.0,1.0,0.0,Popular,1970.0,1.0,E,1.0,1.0,0.0,piso,Aluche,40.392356,-3.7571096,295000.0,60240.0
471,2.0,45.0,1.0,1.0,0.0,Popular,1960.0,0.0,En proceso,0.0,0.0,0.0,piso,Canillejas,40.4416267,-3.6093074,118000.0,9736.0
472,2.0,58.0,1.0,1.0,1.0,Popular,1975.0,1.0,F,1.0,1.0,0.0,piso,San Sebastián de los Reyes,40.5473698,-3.6260586,149000.0,37804.0
473,2.0,63.0,1.0,1.0,0.0,Señorial,1970.0,1.0,En proceso,0.0,0.0,0.0,piso,moratalaz,40.4059332,-3.6448737,135000.0,42358.0
474,3.0,91.0,1.0,1.0,0.0,Popular,1971.0,1.0,En proceso,1.0,1.0,0.0,piso,Canillejas,40.4416267,-3.6093074,220000.0,7696.0
475,3.0,100.0,1.0,1.0,1.0,Popular,1977.0,1.0,E,0.0,1.0,0.0,piso,Aluche,40.392356,-3.7571096,365000.0,103556.0
476,4.0,210.0,3.0,0.0,0.0,Popular,1995.0,1.0,E,0.0,0.0,0.0,casa,Moralzarzal,40.6791436,-3.9720985,390000.0,69040.0
477,2.0,73.0,1.0,1.0,0.0,Popular,1965.0,1.0,F,1.0,0.0,0.0,piso,Valdeacederas,40.4679108,-3.7034226,265000.0,50528.0
478,2.0,47.0,1.0,1.0,1.0,Popular,1956.0,1.0,G,1.0,0.0,0.0,piso,Villaverde,40.3511231,-3.6997748,109000.0,33770.0
479,3.0,103.0,1.0,1.0,0.0,Media,1963.0,1.0,E,1.0,1.0,0.0,piso,Fuente del Berro,40.424977,-3.6636998,425000.0,5028.0
480,4.0,89.0,2.0,1.0,1.0,Popular,1973.0,1.0,F,1.0,0.0,0.0,piso,Alcorcón,40.3492998,-3.8284295,215000.0,26230.0
481,2.0,63.0,1.0,1.0,1.0,Media,1969.0,0.0,E,0.0,1.0,0.0,piso,Leganés,40.3281942,-3.76527,118000.0,2020.0
482,2.0,117.0,1.0,0.0,1.0,Media,2003.0,1.0,E,0.0,1.0,0.0,piso,Villaverde,40.3511231,-3.6997748,199000.0,22146.0
483,2.0,52.0,1.0,1.0,1.0,Media,1950.0,1.0,E,1.0,0.0,0.0,piso,Lucero,40.4021568,-3.7511015,175000.0,20522.0
484,3.0,72.0,1.0,1.0,0.0,Media,1959.0,1.0,E,0.0,1.0,0.0,piso,Moscardo,40.3890429,-3.7057718,150000.0,9526.0
